# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	8.30094e-06	1.22657e-05	0	0	0	6.07954e-06	0	0	0	2.67569e-05	7.27599e-06	1.21654e-05	4.91357e-05	6.57216e-06	1.11473e-05	3.57365e-05	1.78358e-05	0	0	1.31001e-05	0	5.34495e-06	3.35806e-06	0	1.92056e-05	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16554e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	4.48776e-06	1.76437e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5392e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12243e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	0	6.17884e-06	1.22657e-05	0	0	0	6.07954e-06	0	0	0	0	0	1.18489e-05	0	6.48649e-06	3.80558e-06	7.63735e-06	1.20762e-05	0	0	0	0	0	3.35806e-06	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling I	0	0	0	0	0	0	0	0	8.5183e-06	0	1.1882e-05	0	9.31136e-06	4.60252e-05	8.1827e-06	5.08297e-06	1.36235e-06	0	0	0	1.63685e-05	0	0	0	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling I|unclassified	0	0	0	0	0	0	0	0	8.49362e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	0.000393547	0.000387334	0.000231385	0.000401365	0.000478966	0.000438834	0.000493183	0.000487939	0.000516247	0.000448417	0.000329819	0.000387939	0.000207065	0.00043938	0.0002347	0.000314034	0.0001646	0.000253066	0.000361498	0.000528977	0.000368223	0.000323534	0.000424253	0.000439009	0.000462302	0.000453154	0.000508855	0.000469035	0.000426263	0.000468132	0.000340806	0.000547976
PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	8.32113e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	2.56588e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64103e-06	4.39336e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1932e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16575e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|unclassified	0.000393547	0.000385442	0.000231385	0.000396256	0.000467799	0.000434378	0.000493183	0.000481497	0.000510764	0.000435018	0.00032387	0.000382908	0.00019939	0.00037793	0.000218389	0.000300268	0.000157373	0.000242989	0.000356138	0.000526379	0.000362122	0.000321806	0.000424253	0.000433886	0.000462302	0.000442652	0.000508855	0.000469035	0.000416869	0.000465978	0.000338818	0.000547976
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	3.0648e-05	4.60879e-05	0	1.1031e-05	1.63191e-05	2.51204e-05	1.88305e-05	4.49942e-05	7.40449e-05	5.04019e-05	3.20676e-05	3.22007e-05	4.26538e-05	0.000158423	6.6726e-05	4.55476e-05	3.62757e-05	4.69943e-05	5.46139e-05	2.74939e-05	4.35196e-05	2.26521e-05	0.000112665	7.4694e-05	1.14733e-05	4.39553e-05	4.20807e-05	0.000100992	0.000103164	6.1534e-05	3.67768e-05	4.66344e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	1.30798e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93659e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	3.0648e-05	4.60469e-05	0	1.10259e-05	1.6308e-05	2.5113e-05	1.88305e-05	4.49455e-05	7.38739e-05	5.02298e-05	2.6068e-05	3.21712e-05	4.22113e-05	9.86935e-05	5.36273e-05	4.51339e-05	3.55899e-05	4.66151e-05	5.45518e-05	2.74828e-05	4.343e-05	2.26388e-05	0.000105856	7.45475e-05	1.14733e-05	4.38509e-05	4.20807e-05	0.000100992	0.00010258	6.14398e-05	3.67194e-05	4.66344e-05
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	6.18595e-05	6.62763e-05	4.45411e-05	6.24722e-05	6.98919e-05	6.36774e-05	8.35927e-05	3.91144e-05	8.2999e-05	9.22652e-05	7.71319e-05	4.59217e-05	5.79992e-05	7.31521e-05	3.19348e-05	5.9881e-05	3.55423e-05	3.64047e-05	2.3188e-05	4.98697e-05	7.37835e-05	6.1203e-05	7.37528e-05	7.93569e-05	7.56172e-05	6.21731e-05	0.000104129	6.65574e-05	4.40001e-05	8.00074e-05	5.44887e-05	0.000102221
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	1.75138e-06	1.22559e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	4.26928e-05	6.56903e-05	4.42356e-05	6.21997e-05	6.97944e-05	6.36774e-05	8.35927e-05	3.90953e-05	7.40184e-05	7.76646e-05	5.80543e-05	4.39701e-05	3.73601e-05	6.89135e-05	2.92915e-05	5.8365e-05	2.8156e-05	3.6049e-05	2.3188e-05	4.98396e-05	7.06677e-05	6.11243e-05	7.35215e-05	7.85114e-05	6.60836e-05	6.19161e-05	0.000104129	6.65574e-05	4.36163e-05	7.93903e-05	5.43683e-05	0.000102221
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.000127966	0.000184324	9.53108e-05	0.000186625	0.000216698	0.000187793	0.000238756	0.000232902	0.000182609	0.000142237	0.00020219	0.000129628	0.000121114	0.000224367	0.000142586	0.000178994	0.000117068	0.000159081	8.7844e-05	0.000193259	0.000130928	0.000163642	0.000173424	0.000184245	0.000193575	0.000216316	0.000197093	0.000135307	0.000142522	0.000182957	0.000130512	0.000202043
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11962e-06	0	5.91207e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50304e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	8.41315e-06	0	2.21208e-05	0	4.39311e-06	3.40249e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44359e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94825e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	0.00012095	0.000170969	9.49676e-05	0.000159681	0.000188279	0.000176859	0.000218546	0.000217778	0.000158913	0.000141885	0.000179187	0.00012895	0.0001092	0.000181299	0.000110107	0.000148087	9.78233e-05	0.000144443	7.02018e-05	0.000179807	0.000124606	0.000157088	0.000169428	0.000184245	0.000193575	0.000198829	0.000197093	0.000135307	0.00012781	0.000180613	0.000130044	0.000202043
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	1.4518e-06	0	0	0	0	0	0	7.19267e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance|unclassified	0	0	0	0	0	0	0	0	0	0	0	1.37845e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0	0	0	0	6.79801e-06	0	0	9.71329e-06	4.68307e-06	0	0	6.25711e-06	0	0	6.40243e-06	0	0	0	4.25286e-06	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09682e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71046e-06	0	0	0	0	0	0	0	0	0	4.25286e-06	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	2.82408e-05	1.27648e-05	9.83305e-06	9.07257e-06	2.12891e-05	8.95287e-06	2.37072e-05	0	3.2618e-05	2.00419e-05	2.9217e-05	5.93785e-05	2.46676e-05	3.21635e-05	2.81437e-05	2.51526e-05	2.07723e-05	2.62038e-05	6.80611e-06	0	1.96231e-05	1.35317e-05	3.78042e-05	6.89087e-06	7.27266e-06	2.35619e-05	1.57988e-05	5.24757e-05	3.62751e-05	3.77373e-05	2.59757e-05	3.11328e-05
PWY0-1477: ethanolamine utilization|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	1.52002e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	7.64666e-06	0	2.97025e-06	4.71838e-06	0	0	7.33778e-06	0	0	0	0	0	0	0	0	0	3.03651e-06	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54745e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22186e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization|unclassified	2.82408e-05	1.27648e-05	9.74616e-06	9.07257e-06	2.12891e-05	8.95287e-06	2.37072e-05	0	1.68401e-05	1.76563e-05	1.85563e-05	5.13281e-05	2.46676e-05	1.3419e-05	2.03439e-05	2.51526e-05	2.06906e-05	2.62038e-05	6.80611e-06	0	1.91327e-05	1.35317e-05	3.74782e-05	6.89087e-06	7.24125e-06	2.35619e-05	1.57988e-05	5.24757e-05	3.62504e-05	3.77373e-05	2.45872e-05	3.11328e-05
PWY0-1479: tRNA processing	1.98371e-05	0	0	0	9.8749e-06	0	0	0	1.84407e-05	5.38542e-06	0	2.44269e-05	2.78472e-05	7.35243e-05	1.87374e-05	1.82731e-05	1.29253e-05	2.02373e-05	1.39872e-05	1.25479e-05	0	0	0	9.47544e-06	0	0	0	0	0	0	0	0
PWY0-1479: tRNA processing|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87101e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1479: tRNA processing|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92469e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1479: tRNA processing|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84805e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1479: tRNA processing|unclassified	1.98371e-05	0	0	0	9.86008e-06	0	0	0	1.84201e-05	5.37071e-06	0	1.12541e-05	2.76736e-05	0	0	1.82371e-05	6.54152e-06	2.02224e-05	0	1.25471e-05	0	0	0	9.47286e-06	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000118607	0.000214898	0.000100748	0.000205011	0.000149366	0.000112849	0.000143695	0.000202422	0.000227968	0.000156602	0.000161621	0.000214444	0.00015717	0.000322786	0.000178766	0.000201039	0.000108819	0.000133224	0.000145275	0.000174659	0.000191529	0.000144733	0.000244047	0.000175593	0.000122602	0.000176189	0.000193349	0.000168787	0.000202052	0.000181821	0.000118922	0.000158721
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57434e-06	3.10499e-06	4.52048e-06	5.81531e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0	7.42491e-06	0	8.62957e-06	1.34533e-05	8.57358e-06	8.90128e-06	1.0597e-05	7.19382e-06	0	0	0	0	0	0	3.60477e-06	3.6409e-06	0	3.99214e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0	0	0	9.49534e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	8.98965e-06	0	1.95878e-06	1.91223e-05	0	0	3.71647e-06	0	0	0	0	0	0	0	1.13125e-05	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	3.19598e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Photobacterium.s__Photobacterium_damselae	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18379e-05	0	0	0	0	0	0	9.36559e-06	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	1.52542e-06	0	0	0	0	0	0	6.06649e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76449e-05	1.25248e-05	0	3.37093e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35234e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66033e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.000110268	0.000206804	9.89194e-05	0.000190516	0.000134987	0.000103791	0.00013362	0.000191111	0.00020807	0.000154919	0.000143384	0.000191368	0.000137843	0.000200524	0.000148317	0.000184374	9.18113e-05	0.000124588	0.000141162	0.000170847	0.000172858	0.000144733	0.000232716	0.000172671	0.000121103	0.000172628	0.000193349	0.000168787	0.000187909	0.000178524	0.00011603	0.000158721
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	4.58861e-05	4.21629e-05	5.80055e-05	2.63424e-05	2.2868e-05	4.93832e-05	2.06528e-05	1.34776e-05	0	3.10939e-05	5.3853e-05	5.05479e-05	9.60289e-05	9.72854e-05	7.15762e-05	7.65877e-05	8.22681e-05	6.16084e-05	3.05435e-05	9.86077e-06	0	3.97335e-05	2.4002e-05	7.54192e-06	2.90799e-05	3.10891e-05	1.66102e-05	2.11886e-05	4.43449e-05	2.20582e-05	5.38339e-05	4.93147e-05
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	4.5673e-05	4.20484e-05	5.73617e-05	2.59791e-05	2.24816e-05	4.73077e-05	1.95372e-05	1.34015e-05	0	3.10166e-05	1.97492e-05	4.89819e-05	8.93916e-05	5.2001e-05	6.68539e-05	6.05002e-05	7.42584e-05	3.96503e-05	1.98832e-05	9.85858e-06	0	3.96945e-05	1.8885e-05	7.53696e-06	2.90799e-05	2.65873e-05	1.66096e-05	2.11886e-05	1.39768e-05	2.20499e-05	5.33004e-05	4.93147e-05
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	0	1.79258e-05	0	4.59476e-05	0	0	0	0	0	0	5.69192e-06	0	0	1.10391e-05	2.78214e-05	0	0	0	0	0	0	0	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69187e-06	0	0	1.10317e-05	0	0	0	0	0	0	0	0	0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0	0	0	0	0	0	0	0	0	0	7.74726e-06	1.85218e-05	0	0	0	0	0	7.2068e-06	5.34512e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	2.45775e-06	8.21908e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	0	0	0	0	0	0	3.74825e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-781: aspartate superpathway	0	0	0	0	0	0	0	0	0	0	1.57409e-05	0	0	0	0	0	0	9.20196e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0	0	0	0	0	2.24785e-05	0	0	0	7.5694e-06	4.46674e-05	1.69393e-05	4.42275e-05	3.32637e-05	4.98442e-05	3.73135e-05	7.17165e-05	5.2649e-05	8.06651e-06	0	2.27766e-05	2.96724e-05	3.70381e-05	1.83655e-05	0	2.25347e-05	0	0	0	1.16684e-05	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11632e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48963e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|unclassified	0	0	0	0	0	2.20369e-05	0	0	0	7.56219e-06	0	0	3.25094e-05	9.9417e-06	3.47282e-05	3.08005e-05	3.57324e-05	4.10637e-05	7.99291e-06	0	7.32098e-06	2.40568e-05	2.85165e-05	8.58809e-06	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	1.26619e-05	2.04469e-05	7.7602e-05	3.68461e-05	4.25257e-06	7.29762e-06	0	0	2.10412e-05	2.06396e-05	1.3652e-05	9.24369e-06	0	6.30196e-05	0	0	6.45556e-06	1.57251e-05	7.90219e-06	0	3.26101e-05	0	2.84794e-05	1.28686e-05	1.28749e-05	0	0	0	0	0	1.27169e-05	0
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	7.70697e-06	0	0	0	0	0	0	0	6.90979e-06	0	0	4.77413e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50292e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39517e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84402e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I|unclassified	0	2.02127e-05	7.21635e-05	3.52795e-05	0	6.80339e-06	0	0	8.32596e-06	1.57067e-05	8.82157e-06	0	0	0	0	0	2.3677e-06	1.09658e-05	0	0	1.48674e-05	0	4.4172e-06	5.73267e-06	0	0	0	0	0	0	6.12363e-06	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0	6.65e-06	0	1.59999e-05	0	8.68513e-06	1.49627e-05	9.61546e-06	1.5767e-05	4.27483e-05	2.91812e-05	1.63866e-05	3.93561e-05	6.22688e-05	4.4066e-05	3.16172e-05	3.91769e-05	3.55958e-05	2.65761e-05	1.7172e-05	3.93384e-05	3.14859e-05	2.79227e-05	4.77896e-05	4.32861e-06	0	0	2.83265e-05	2.22391e-05	3.90543e-06	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09783e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV|unclassified	0	6.65e-06	0	1.59999e-05	0	8.68513e-06	1.49627e-05	9.61546e-06	5.98778e-06	4.27483e-05	2.40105e-05	0	1.4364e-05	2.50727e-05	2.33713e-05	2.01511e-05	3.5527e-05	3.06689e-05	2.59088e-05	1.7172e-05	3.7797e-05	2.32179e-05	2.79227e-05	4.77896e-05	0	0	0	2.83265e-05	8.04955e-06	3.90543e-06	0	0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	7.92121e-06	5.0058e-06	0	0	0	0	0	0	0	0	0	0	0	1.16872e-05	0	0	0	0	1.31878e-05	6.88259e-06	0	0	0	0	0	0	0	0	0	0	2.019e-05	7.98721e-06
PWY3O-4107: NAD salvage pathway V (PNC V cycle)|unclassified	7.92121e-06	5.00506e-06	0	0	0	0	0	0	0	0	0	0	0	1.16786e-05	0	0	0	0	0	6.88259e-06	0	0	0	0	0	0	0	0	0	0	1.99458e-05	7.98721e-06
PWY490-3: nitrate reduction VI (assimilatory)	0	0	1.18233e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY490-3: nitrate reduction VI (assimilatory)|unclassified	0	0	1.17935e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	4.77727e-06	1.00232e-05	8.91825e-06	1.26962e-05	1.19379e-05	0	1.36548e-05	2.46688e-05	7.86456e-06	2.49498e-05	8.30901e-06	3.3126e-05	7.95848e-05	1.14606e-05	8.5058e-06	9.8151e-06	1.88442e-05	8.8236e-06	7.41873e-06	1.80424e-05	0	8.80687e-06	1.44701e-05	1.0128e-05	1.79513e-05	5.14054e-06	5.00971e-06	3.57077e-05	1.69748e-05	2.31243e-05	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26413e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
