Type,Class,Gene,Location,Mean,SD
Virulence,Motility,flgP,Cabo Douglas,0,0
Virulence,Motility,flgP,Punta Espinoza,4.95E-06,1.72E-05
Virulence,Motility,flgP,Rabida,0,0
Virulence,Motility,flgR,Cabo Douglas,0,0
Virulence,Motility,flgR,Punta Espinoza,7.81E-06,1.83E-05
Virulence,Motility,flgR,Rabida,0,0
Virulence,Motility,flhA,Cabo Douglas,3.86E-05,3.65E-05
Virulence,Motility,flhA,Punta Espinoza,4.84E-05,2.46E-05
Virulence,Motility,flhA,Rabida,3.14E-05,3.42E-05
Virulence,Motility,flhB,Cabo Douglas,5.98E-06,2.07E-05
Virulence,Motility,flhB,Punta Espinoza,1.37E-05,2.51E-05
Virulence,Motility,flhB,Rabida,8.51E-06,2.41E-05
Virulence,Motility,flhC,Cabo Douglas,5.48E-06,1.90E-05
Virulence,Motility,flhC,Punta Espinoza,1.02E-05,2.39E-05
Virulence,Motility,flhC,Rabida,7.86E-06,2.22E-05
Virulence,Motility,flhF,Cabo Douglas,1.14E-05,2.67E-05
Virulence,Motility,flhF,Punta Espinoza,1.89E-05,2.86E-05
Virulence,Motility,flhF,Rabida,6.92E-06,1.96E-05
Virulence,Motility,flhG,Cabo Douglas,0,0
Virulence,Motility,flhG,Punta Espinoza,1.04E-05,2.49E-05
Virulence,Motility,flhG,Rabida,0,0
Virulence,Motility,fliA,Cabo Douglas,1.84E-05,3.34E-05
Virulence,Motility,fliA,Punta Espinoza,2.14E-05,3.19E-05
Virulence,Motility,fliA,Rabida,7.86E-06,2.22E-05
Virulence,Motility,fliC,Cabo Douglas,1.81E-05,2.74E-05
Virulence,Motility,fliC,Punta Espinoza,4.44E-05,2.81E-05
Virulence,Motility,fliC,Rabida,3.36E-05,3.63E-05
Virulence,Motility,fliD,Cabo Douglas,0,0
Virulence,Motility,fliD,Punta Espinoza,5.29E-06,1.83E-05
Virulence,Motility,fliD,Rabida,0,0
Virulence,Motility,fliE,Cabo Douglas,5.73E-06,1.99E-05
Virulence,Motility,fliE,Punta Espinoza,0,0
Virulence,Motility,fliE,Rabida,0,0
Virulence,Motility,fliF,Cabo Douglas,1.09E-05,2.55E-05
Virulence,Motility,fliF,Punta Espinoza,1.98E-05,2.97E-05
Virulence,Motility,fliF,Rabida,0,0
Virulence,Motility,fliG,Cabo Douglas,1.64E-05,3.06E-05
Virulence,Motility,fliG,Punta Espinoza,4.43E-05,2.80E-05
Virulence,Motility,fliG,Rabida,6.92E-06,1.96E-05
Virulence,Motility,fliH,Cabo Douglas,0,0
Virulence,Motility,fliH,Punta Espinoza,1.13E-05,2.66E-05
Virulence,Motility,fliH,Rabida,0,0
Virulence,Motility,fliI,Cabo Douglas,4.30E-05,3.48E-05
Virulence,Motility,fliI,Punta Espinoza,4.28E-05,2.75E-05
Virulence,Motility,fliI,Rabida,4.05E-05,3.41E-05
Virulence,Motility,fliL,Cabo Douglas,0,0
Virulence,Motility,fliL,Punta Espinoza,5.56E-06,1.93E-05
Virulence,Motility,fliL,Rabida,0,0
Virulence,Motility,fliM,Cabo Douglas,2.23E-05,3.38E-05
Virulence,Motility,fliM,Punta Espinoza,4.26E-05,2.72E-05
Virulence,Motility,fliM,Rabida,6.92E-06,1.96E-05
Virulence,Motility,fliN,Cabo Douglas,1.06E-05,2.47E-05
Virulence,Motility,fliN,Punta Espinoza,2.48E-05,3.10E-05
Virulence,Motility,fliN,Rabida,9.60E-06,2.72E-05
Virulence,Motility,fliP,Cabo Douglas,2.22E-05,3.36E-05
Virulence,Motility,fliP,Punta Espinoza,3.01E-05,3.18E-05
Virulence,Motility,fliP,Rabida,8.51E-06,2.41E-05
Virulence,Motility,fliQ,Cabo Douglas,0,0
Virulence,Motility,fliQ,Punta Espinoza,4.95E-06,1.72E-05
Virulence,Motility,fliQ,Rabida,0,0
Virulence,Motility,fliR,Cabo Douglas,1.15E-05,2.68E-05
Virulence,Motility,fliR,Punta Espinoza,4.95E-06,1.72E-05
Virulence,Motility,fliR,Rabida,0,0
Virulence,Motility,fliS,Cabo Douglas,0,0
Virulence,Motility,fliS,Punta Espinoza,9.48E-06,2.22E-05
Virulence,Motility,fliS,Rabida,0,0
Virulence,Motility,fliY,Cabo Douglas,5.98E-06,2.07E-05
Virulence,Motility,fliY,Punta Espinoza,1.36E-05,2.49E-05
Virulence,Motility,fliY,Rabida,0,0
Virulence,Motility,flmH,Cabo Douglas,1.61E-05,2.91E-05
Virulence,Motility,flmH,Punta Espinoza,2.78E-05,2.96E-05
Virulence,Motility,flmH,Rabida,0,0
Virulence,Motility,flrA,Cabo Douglas,0,0
Virulence,Motility,flrA,Punta Espinoza,2.79E-05,3.00E-05
Virulence,Motility,flrA,Rabida,0,0
Virulence,Motility,HP_RS03480,Cabo Douglas,0,0
Virulence,Motility,HP_RS03480,Punta Espinoza,4.53E-06,1.57E-05
Virulence,Motility,HP_RS03480,Rabida,0,0
Virulence,Motility,lfhA,Cabo Douglas,4.06E-06,1.41E-05
Virulence,Motility,lfhA,Punta Espinoza,5.57E-06,1.93E-05
Virulence,Motility,lfhA,Rabida,0,0
Virulence,Motility,lfiI,Cabo Douglas,0,0
Virulence,Motility,lfiI,Punta Espinoza,8.29E-06,1.95E-05
Virulence,Motility,lfiI,Rabida,0,0
Virulence,Motility,LPG_RS02380,Cabo Douglas,0,0
Virulence,Motility,LPG_RS02380,Punta Espinoza,9.27E-06,2.22E-05
Virulence,Motility,LPG_RS02380,Rabida,0,0
Virulence,Motility,motA,Cabo Douglas,0,0
Virulence,Motility,motA,Punta Espinoza,2.93E-05,3.12E-05
Virulence,Motility,motA,Rabida,1.48E-05,2.75E-05
Virulence,Motility,motB,Cabo Douglas,0,0
Virulence,Motility,motB,Punta Espinoza,1.88E-05,2.82E-05
Virulence,Motility,motB,Rabida,0,0
Virulence,Motility,motX,Cabo Douglas,0,0
Virulence,Motility,motX,Punta Espinoza,4.95E-06,1.72E-05
Virulence,Motility,motX,Rabida,0,0
Virulence,Motility,motY,Cabo Douglas,0,0
Virulence,Motility,motY,Punta Espinoza,9.26E-06,2.21E-05
Virulence,Motility,motY,Rabida,0,0
Virulence,Motility,nueA,Cabo Douglas,0,0
Virulence,Motility,nueA,Punta Espinoza,5.06E-06,1.75E-05
Virulence,Motility,nueA,Rabida,7.86E-06,2.22E-05
Virulence,Motility,PA1458,Cabo Douglas,0,0
Virulence,Motility,PA1458,Punta Espinoza,4.95E-06,1.72E-05
Virulence,Motility,PA1458,Rabida,0,0
Virulence,Motility,PA1464,Cabo Douglas,0,0
Virulence,Motility,PA1464,Punta Espinoza,7.81E-06,1.83E-05
Virulence,Motility,PA1464,Rabida,0,0
Virulence,Motility,pseB,Cabo Douglas,9.55E-06,2.26E-05
Virulence,Motility,pseB,Punta Espinoza,1.02E-05,2.39E-05
Virulence,Motility,pseB,Rabida,6.98E-06,1.97E-05
Virulence,Motility,tlpA,Cabo Douglas,1.53E-05,2.78E-05
Virulence,Motility,tlpA,Punta Espinoza,3.87E-05,2.93E-05
Virulence,Motility,tlpA,Rabida,3.11E-05,3.39E-05
Virulence,Motility,tlpB,Cabo Douglas,1.39E-05,3.27E-05
Virulence,Motility,tlpB,Punta Espinoza,2.60E-05,2.78E-05
Virulence,Motility,tlpB,Rabida,1.46E-05,2.71E-05
Virulence,Motility,tlpC,Cabo Douglas,3.98E-05,3.07E-05
Virulence,Motility,tlpC,Punta Espinoza,4.26E-05,2.72E-05
Virulence,Motility,tlpC,Rabida,5.61E-05,2.38E-05
Virulence,Motility,tsr,Cabo Douglas,2.61E-05,3.37E-05
Virulence,Motility,tsr,Punta Espinoza,1.72E-05,2.58E-05
Virulence,Motility,tsr,Rabida,3.36E-05,3.63E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04565,Cabo Douglas,8.97E-06,2.16E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04565,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04565,Rabida,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04570,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04570,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04570,Rabida,6.98E-06,1.97E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04590,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04590,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04590,Rabida,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04595,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04595,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04595,Rabida,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04605,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,ACICU_RS04605,Punta Espinoza,4.59E-06,1.59E-05
Virulence,Nutritional/Metabolic factor,ACICU_RS04605,Rabida,0,0
Virulence,Nutritional/Metabolic factor,allA,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,allA,Punta Espinoza,1.01E-05,2.37E-05
Virulence,Nutritional/Metabolic factor,allA,Rabida,0,0
Virulence,Nutritional/Metabolic factor,allB,Cabo Douglas,5.98E-06,2.07E-05
Virulence,Nutritional/Metabolic factor,allB,Punta Espinoza,1.36E-05,2.52E-05
Virulence,Nutritional/Metabolic factor,allB,Rabida,6.92E-06,1.96E-05
Virulence,Nutritional/Metabolic factor,allC,Cabo Douglas,1.12E-05,2.62E-05
Virulence,Nutritional/Metabolic factor,allC,Punta Espinoza,1.08E-05,2.56E-05
Virulence,Nutritional/Metabolic factor,allC,Rabida,1.39E-05,2.57E-05
Virulence,Nutritional/Metabolic factor,allD,Cabo Douglas,1.24E-05,2.92E-05
Virulence,Nutritional/Metabolic factor,allD,Punta Espinoza,1.93E-05,2.91E-05
Virulence,Nutritional/Metabolic factor,allD,Rabida,0,0
Virulence,Nutritional/Metabolic factor,allR,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,allR,Punta Espinoza,1.01E-05,2.36E-05
Virulence,Nutritional/Metabolic factor,allR,Rabida,0,0
Virulence,Nutritional/Metabolic factor,allS,Cabo Douglas,1.67E-05,3.09E-05
Virulence,Nutritional/Metabolic factor,allS,Punta Espinoza,3.55E-06,1.23E-05
Virulence,Nutritional/Metabolic factor,allS,Rabida,7.56E-06,2.14E-05
Virulence,Nutritional/Metabolic factor,barA,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,barA,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,barA,Rabida,0,0
Virulence,Nutritional/Metabolic factor,barB,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,barB,Punta Espinoza,5.29E-06,1.83E-05
Virulence,Nutritional/Metabolic factor,barB,Rabida,7.56E-06,2.14E-05
Virulence,Nutritional/Metabolic factor,basA,Cabo Douglas,3.49E-06,1.21E-05
Virulence,Nutritional/Metabolic factor,basA,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,basA,Rabida,0,0
Virulence,Nutritional/Metabolic factor,basB,Cabo Douglas,3.49E-06,1.21E-05
Virulence,Nutritional/Metabolic factor,basB,Punta Espinoza,3.55E-06,1.23E-05
Virulence,Nutritional/Metabolic factor,basB,Rabida,0,0
Virulence,Nutritional/Metabolic factor,basD,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,basD,Punta Espinoza,3.55E-06,1.23E-05
Virulence,Nutritional/Metabolic factor,basD,Rabida,7.56E-06,2.14E-05
Virulence,Nutritional/Metabolic factor,basG,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,basG,Punta Espinoza,4.53E-06,1.57E-05
Virulence,Nutritional/Metabolic factor,basG,Rabida,0,0
Virulence,Nutritional/Metabolic factor,bauB,Cabo Douglas,4.29E-06,1.49E-05
Virulence,Nutritional/Metabolic factor,bauB,Punta Espinoza,4.53E-06,1.57E-05
Virulence,Nutritional/Metabolic factor,bauB,Rabida,6.98E-06,1.97E-05
Virulence,Nutritional/Metabolic factor,bauE,Cabo Douglas,5.48E-06,1.90E-05
Virulence,Nutritional/Metabolic factor,bauE,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,bauE,Rabida,0,0
Virulence,Nutritional/Metabolic factor,carB,Cabo Douglas,6.58E-05,1.44E-05
Virulence,Nutritional/Metabolic factor,carB,Punta Espinoza,5.32E-05,1.93E-05
Virulence,Nutritional/Metabolic factor,carB,Rabida,6.37E-05,7.26E-06
Virulence,Nutritional/Metabolic factor,ccmF,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,ccmF,Punta Espinoza,1.24E-05,2.25E-05
Virulence,Nutritional/Metabolic factor,ccmF,Rabida,0,0
Virulence,Nutritional/Metabolic factor,chuA,Cabo Douglas,1.84E-05,3.34E-05
Virulence,Nutritional/Metabolic factor,chuA,Punta Espinoza,1.54E-05,2.88E-05
Virulence,Nutritional/Metabolic factor,chuA,Rabida,1.48E-05,2.74E-05
Virulence,Nutritional/Metabolic factor,chuS,Cabo Douglas,1.69E-05,3.06E-05
Virulence,Nutritional/Metabolic factor,chuS,Punta Espinoza,1.95E-05,2.99E-05
Virulence,Nutritional/Metabolic factor,chuS,Rabida,1.48E-05,2.74E-05
Virulence,Nutritional/Metabolic factor,chuT,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,chuT,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,chuT,Rabida,6.92E-06,1.96E-05
Virulence,Nutritional/Metabolic factor,chuU,Cabo Douglas,1.24E-05,2.92E-05
Virulence,Nutritional/Metabolic factor,chuU,Punta Espinoza,5.56E-06,1.93E-05
Virulence,Nutritional/Metabolic factor,chuU,Rabida,0,0
Virulence,Nutritional/Metabolic factor,chuV,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,chuV,Punta Espinoza,9.67E-06,2.29E-05
Virulence,Nutritional/Metabolic factor,chuV,Rabida,0,0
Virulence,Nutritional/Metabolic factor,chuW,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,chuW,Punta Espinoza,1.11E-05,2.59E-05
Virulence,Nutritional/Metabolic factor,chuW,Rabida,8.51E-06,2.41E-05
Virulence,Nutritional/Metabolic factor,chuX,Cabo Douglas,1.15E-05,2.68E-05
Virulence,Nutritional/Metabolic factor,chuX,Punta Espinoza,3.70E-06,1.28E-05
Virulence,Nutritional/Metabolic factor,chuX,Rabida,0,0
Virulence,Nutritional/Metabolic factor,chuY,Cabo Douglas,5.48E-06,1.90E-05
Virulence,Nutritional/Metabolic factor,chuY,Punta Espinoza,9.67E-06,2.29E-05
Virulence,Nutritional/Metabolic factor,chuY,Rabida,0,0
Virulence,Nutritional/Metabolic factor,dhbF,Cabo Douglas,5.10E-06,1.77E-05
Virulence,Nutritional/Metabolic factor,dhbF,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,dhbF,Rabida,7.86E-06,2.22E-05
Virulence,Nutritional/Metabolic factor,entA,Cabo Douglas,3.60E-05,3.89E-05
Virulence,Nutritional/Metabolic factor,entA,Punta Espinoza,4.33E-05,2.77E-05
Virulence,Nutritional/Metabolic factor,entA,Rabida,8.51E-06,2.41E-05
Virulence,Nutritional/Metabolic factor,entB,Cabo Douglas,3.27E-05,3.54E-05
Virulence,Nutritional/Metabolic factor,entB,Punta Espinoza,4.39E-05,2.82E-05
Virulence,Nutritional/Metabolic factor,entB,Rabida,1.48E-05,2.75E-05
Virulence,Nutritional/Metabolic factor,entC,Cabo Douglas,2.67E-05,3.42E-05
Virulence,Nutritional/Metabolic factor,entC,Punta Espinoza,3.29E-05,2.98E-05
Virulence,Nutritional/Metabolic factor,entC,Rabida,2.33E-05,3.23E-05
Virulence,Nutritional/Metabolic factor,entD,Cabo Douglas,2.19E-05,3.44E-05
Virulence,Nutritional/Metabolic factor,entD,Punta Espinoza,1.80E-05,2.70E-05
Virulence,Nutritional/Metabolic factor,entD,Rabida,1.64E-05,3.03E-05
Virulence,Nutritional/Metabolic factor,entE,Cabo Douglas,4.41E-05,3.53E-05
Virulence,Nutritional/Metabolic factor,entE,Punta Espinoza,3.92E-05,3.02E-05
Virulence,Nutritional/Metabolic factor,entE,Rabida,1.64E-05,3.03E-05
Virulence,Nutritional/Metabolic factor,entF,Cabo Douglas,4.46E-05,3.55E-05
Virulence,Nutritional/Metabolic factor,entF,Punta Espinoza,5.34E-05,1.95E-05
Virulence,Nutritional/Metabolic factor,entF,Rabida,2.30E-05,3.19E-05
Virulence,Nutritional/Metabolic factor,entS,Cabo Douglas,3.31E-05,3.71E-05
Virulence,Nutritional/Metabolic factor,entS,Punta Espinoza,4.89E-05,2.48E-05
Virulence,Nutritional/Metabolic factor,entS,Rabida,7.86E-06,2.22E-05
Virulence,Nutritional/Metabolic factor,fbpC,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,fbpC,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,fbpC,Rabida,2.33E-05,3.23E-05
Virulence,Nutritional/Metabolic factor,feoB,Cabo Douglas,6.58E-05,1.44E-05
Virulence,Nutritional/Metabolic factor,feoB,Punta Espinoza,5.87E-05,9.90E-06
Virulence,Nutritional/Metabolic factor,feoB,Rabida,6.37E-05,7.26E-06
Virulence,Nutritional/Metabolic factor,fepA,Cabo Douglas,5.44E-05,2.91E-05
Virulence,Nutritional/Metabolic factor,fepA,Punta Espinoza,5.34E-05,1.95E-05
Virulence,Nutritional/Metabolic factor,fepA,Rabida,1.54E-05,2.88E-05
Virulence,Nutritional/Metabolic factor,fepB,Cabo Douglas,3.10E-05,3.38E-05
Virulence,Nutritional/Metabolic factor,fepB,Punta Espinoza,3.23E-05,3.43E-05
Virulence,Nutritional/Metabolic factor,fepB,Rabida,1.64E-05,3.03E-05
Virulence,Nutritional/Metabolic factor,fepC,Cabo Douglas,2.16E-05,3.31E-05
Virulence,Nutritional/Metabolic factor,fepC,Punta Espinoza,4.71E-05,2.35E-05
Virulence,Nutritional/Metabolic factor,fepC,Rabida,3.29E-05,3.57E-05
Virulence,Nutritional/Metabolic factor,fepD,Cabo Douglas,3.31E-05,3.71E-05
Virulence,Nutritional/Metabolic factor,fepD,Punta Espinoza,4.49E-05,2.84E-05
Virulence,Nutritional/Metabolic factor,fepD,Rabida,6.92E-06,1.96E-05
Virulence,Nutritional/Metabolic factor,fepE,Cabo Douglas,1.29E-05,3.01E-05
Virulence,Nutritional/Metabolic factor,fepE,Punta Espinoza,1.11E-05,2.60E-05
Virulence,Nutritional/Metabolic factor,fepE,Rabida,0,0
Virulence,Nutritional/Metabolic factor,fepG,Cabo Douglas,3.29E-05,3.56E-05
Virulence,Nutritional/Metabolic factor,fepG,Punta Espinoza,4.04E-05,3.09E-05
Virulence,Nutritional/Metabolic factor,fepG,Rabida,6.92E-06,1.96E-05
Virulence,Nutritional/Metabolic factor,fes,Cabo Douglas,4.06E-05,3.79E-05
Virulence,Nutritional/Metabolic factor,fes,Punta Espinoza,1.84E-05,2.77E-05
Virulence,Nutritional/Metabolic factor,fes,Rabida,8.51E-06,2.41E-05
Virulence,Nutritional/Metabolic factor,fyuA,Cabo Douglas,1.59E-05,3.00E-05
Virulence,Nutritional/Metabolic factor,fyuA,Punta Espinoza,9.63E-06,2.28E-05
Virulence,Nutritional/Metabolic factor,fyuA,Rabida,1.54E-05,2.88E-05
Virulence,Nutritional/Metabolic factor,hemO,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,hemO,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,hemO,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iroB,Cabo Douglas,1.24E-05,2.92E-05
Virulence,Nutritional/Metabolic factor,iroB,Punta Espinoza,1.09E-05,2.57E-05
Virulence,Nutritional/Metabolic factor,iroB,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iroC,Cabo Douglas,2.13E-05,3.27E-05
Virulence,Nutritional/Metabolic factor,iroC,Punta Espinoza,2.14E-05,3.19E-05
Virulence,Nutritional/Metabolic factor,iroC,Rabida,1.64E-05,3.03E-05
Virulence,Nutritional/Metabolic factor,iroD,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,iroD,Punta Espinoza,6.28E-06,2.17E-05
Virulence,Nutritional/Metabolic factor,iroD,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iroE,Cabo Douglas,4.11E-05,3.78E-05
Virulence,Nutritional/Metabolic factor,iroE,Punta Espinoza,1.29E-05,2.35E-05
Virulence,Nutritional/Metabolic factor,iroE,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iroN,Cabo Douglas,3.08E-05,3.90E-05
Virulence,Nutritional/Metabolic factor,iroN,Punta Espinoza,2.55E-05,3.21E-05
Virulence,Nutritional/Metabolic factor,iroN,Rabida,2.50E-05,3.46E-05
Virulence,Nutritional/Metabolic factor,irp1,Cabo Douglas,3.29E-05,3.56E-05
Virulence,Nutritional/Metabolic factor,irp1,Punta Espinoza,2.74E-05,2.95E-05
Virulence,Nutritional/Metabolic factor,irp1,Rabida,1.54E-05,2.88E-05
Virulence,Nutritional/Metabolic factor,irp2,Cabo Douglas,3.78E-05,3.49E-05
Virulence,Nutritional/Metabolic factor,irp2,Punta Espinoza,2.84E-05,3.03E-05
Virulence,Nutritional/Metabolic factor,irp2,Rabida,2.24E-05,3.12E-05
Virulence,Nutritional/Metabolic factor,iucA,Cabo Douglas,5.98E-06,2.07E-05
Virulence,Nutritional/Metabolic factor,iucA,Punta Espinoza,1.92E-05,2.90E-05
Virulence,Nutritional/Metabolic factor,iucA,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iucB,Cabo Douglas,6.91E-06,2.39E-05
Virulence,Nutritional/Metabolic factor,iucB,Punta Espinoza,8.08E-06,1.90E-05
Virulence,Nutritional/Metabolic factor,iucB,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iucC,Cabo Douglas,1.84E-05,3.34E-05
Virulence,Nutritional/Metabolic factor,iucC,Punta Espinoza,2.55E-05,3.24E-05
Virulence,Nutritional/Metabolic factor,iucC,Rabida,6.92E-06,1.96E-05
Virulence,Nutritional/Metabolic factor,iucD,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,iucD,Punta Espinoza,5.57E-06,1.93E-05
Virulence,Nutritional/Metabolic factor,iucD,Rabida,0,0
Virulence,Nutritional/Metabolic factor,iutA,Cabo Douglas,4.49E-05,3.57E-05
Virulence,Nutritional/Metabolic factor,iutA,Punta Espinoza,2.90E-05,3.14E-05
Virulence,Nutritional/Metabolic factor,iutA,Rabida,3.29E-05,3.57E-05
Virulence,Nutritional/Metabolic factor,mgtB,Cabo Douglas,1.15E-05,2.68E-05
Virulence,Nutritional/Metabolic factor,mgtB,Punta Espinoza,2.79E-05,2.99E-05
Virulence,Nutritional/Metabolic factor,mgtB,Rabida,0,0
Virulence,Nutritional/Metabolic factor,mgtC,Cabo Douglas,2.67E-05,3.42E-05
Virulence,Nutritional/Metabolic factor,mgtC,Punta Espinoza,3.31E-05,2.99E-05
Virulence,Nutritional/Metabolic factor,mgtC,Rabida,7.56E-06,2.14E-05
Virulence,Nutritional/Metabolic factor,narG,Cabo Douglas,9.73E-06,2.29E-05
Virulence,Nutritional/Metabolic factor,narG,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,narG,Rabida,9.60E-06,2.72E-05
Virulence,Nutritional/Metabolic factor,narH,Cabo Douglas,8.98E-06,2.16E-05
Virulence,Nutritional/Metabolic factor,narH,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,narH,Rabida,2.52E-05,3.53E-05
Virulence,Nutritional/Metabolic factor,panD,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,panD,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,panD,Rabida,9.60E-06,2.72E-05
Virulence,Nutritional/Metabolic factor,pchE,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,pchE,Punta Espinoza,5.52E-06,1.91E-05
Virulence,Nutritional/Metabolic factor,pchE,Rabida,0,0
Virulence,Nutritional/Metabolic factor,pchF,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,pchF,Punta Espinoza,5.56E-06,1.93E-05
Virulence,Nutritional/Metabolic factor,pchF,Rabida,0,0
Virulence,Nutritional/Metabolic factor,psaA,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,psaA,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,psaA,Rabida,9.60E-06,2.72E-05
Virulence,Nutritional/Metabolic factor,purM,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,purM,Punta Espinoza,5.57E-06,1.93E-05
Virulence,Nutritional/Metabolic factor,purM,Rabida,0,0
Virulence,Nutritional/Metabolic factor,pvdD,Cabo Douglas,5.94E-06,2.06E-05
Virulence,Nutritional/Metabolic factor,pvdD,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,pvdD,Rabida,0,0
Virulence,Nutritional/Metabolic factor,pvdJ,Cabo Douglas,5.73E-06,1.99E-05
Virulence,Nutritional/Metabolic factor,pvdJ,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,pvdJ,Rabida,0,0
Virulence,Nutritional/Metabolic factor,pvdL,Cabo Douglas,4.29E-06,1.49E-05
Virulence,Nutritional/Metabolic factor,pvdL,Punta Espinoza,7.81E-06,1.83E-05
Virulence,Nutritional/Metabolic factor,pvdL,Rabida,0,0
Virulence,Nutritional/Metabolic factor,pyrB,Cabo Douglas,1.10E-05,2.56E-05
Virulence,Nutritional/Metabolic factor,pyrB,Punta Espinoza,0,0
Virulence,Nutritional/Metabolic factor,pyrB,Rabida,8.51E-06,2.41E-05
Virulence,Nutritional/Metabolic factor,shuU,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,shuU,Punta Espinoza,4.11E-06,1.42E-05
Virulence,Nutritional/Metabolic factor,shuU,Rabida,0,0
Virulence,Nutritional/Metabolic factor,shuV,Cabo Douglas,0,0
Virulence,Nutritional/Metabolic factor,shuV,Punta Espinoza,5.56E-06,1.93E-05
Virulence,Nutritional/Metabolic factor,shuV,Rabida,0,0
